Event,Timestamp,Details
Score,0,
Total_Shots_Fired,5,
Game_Start_Time,1751113685805,
Shot_Fired,1751113817092,
Shot_Fired,1751113818100,
Shot_Fired,1751113818900,
Shot_Fired,1751113928351,
Shot_Fired,1751113954316,
Game_End_Time,1751113985815,
